python3 srcs/run_cli.py
> List of all isomorphic sets : 
   id  mult_bound      nb_molecules
15024  False                      1
15025  False                      1
15026  False                      1
15027  False                      1
15028  False                      1
15029  False                      1
15030  False                      1
15031  False                      1
15032  False                      1
15033  False                      1
15034  False                      1
15035  False                      1
15036  False                      1
15037  False                      1
15038  False                      1
15039  False                      1
15040  False                      1
15041  False                      1
15042  False                      1
15043  False                      1
15044  False                      1
15045  False                      1
15046  False                      1
15047  False                      1
15048  False                      1
15049  False                      1
15050  False                      1
15051  False                      1
15052  False                      1
15053  False                      1
15054  False                      1
15055  False                      2
15056  False                      1
15057  False                      1
15058  False                      1
15059  False                      1
15060  False                      1
15061  False                      1
15062  False                      1
15063  False                      1
15064  False                      1
15065  False                      1
15066  False                      1
15067  False                      1
15068  False                      1
15069  False                      1
15070  False                      1
15071  False                      1
15072  False                      1
15073  False                      1
15074  False                      1
15075  False                      1
15076  False                      1
15077  False                      1
15078  False                      1
15079  False                      1
15080  False                      1
15081  False                      1
15082  False                      1
15083  False                      1
15084  False                      1
15085  False                      1
15086  False                      1
15087  False                      1
15088  False                      1
15089  False                      1
15090  False                      1
15091  False                      1
15092  False                      1
15093  False                      1
15094  False                      1
15095  False                      1
15096  False                      1
15097  False                      1
15098  False                      1
15099  False                      1
15100  False                      1
15101  False                      1
15102  False                      1
15103  False                      1
15104  False                      1
15105  False                      1
15106  False                      1
15107  False                      1
15108  False                      1
15109  False                      1
15110  False                      1
15111  False                      1
15112  False                      1
15113  False                      1
15114  False                      1
15115  False                      1
15116  False                      1
15117  False                      1
15118  False                      1
15119  False                      1
15120  False                      1
15121  False                      1
15122  False                      1
15123  False                      1
15124  False                      1
15125  False                      1
15126  False                      1
15127  False                      1
15128  False                      1
15129  False                      1
15130  False                      1
15131  False                      1
15132  False                      1
15133  False                      1
15134  False                      1
15135  False                      1
15136  False                      1
15137  False                      1
15138  False                      1
15139  False                      1
15140  False                      1
15141  False                      1
15142  False                      1
15143  False                      1
15144  False                      1
15145  False                      1
15146  False                      1
15147  False                      1
15148  False                      1
15149  False                      1
15150  False                      1
15151  False                      1
15152  False                      1
15153  False                      1
15154  False                      1
15155  False                      1
15156  False                      1
15157  False                      1
15158  False                      1
15159  False                      1
15160  False                      1
15161  False                      1
15162  False                      1
15163  False                      1
15164  False                      1
15165  False                      1
15166  False                      1
15167  False                      1
15168  False                      1
15169  False                      1
15170  False                      1
15171  False                      1
15172  False                      1
15173  False                      1
15174  False                      1
15175  False                      1
15176  False                      1
15177  False                      6
15178  False                      1
15179  False                      1
15180  False                      1
15181  False                      1
15182  False                      1
15183  False                      1
15184  False                      1
15185  False                      1
15186  False                      1
15187  False                      1
15188  False                      1
15189  False                      1
15190  False                      1
15191  False                      1
15192  False                      1
15193  False                      1
15194  False                      1
15195  False                      1
15196  False                      1
15197  False                      1
15198  False                      1
15199  False                      1
15200  False                      1
15201  False                      1
15202  False                      1
15203  False                      1
15204  False                      1
15205  False                      1
15206  False                      1
15207  False                      1
15208  False                      1
15209  False                      2
15210  False                      1
15211  False                      1
15212  False                      1
15213  False                      1
15214  False                      1
15215  False                      1
15216  False                      1
15217  False                      1
15218  False                      1
15219  False                      1
15220  False                      1
15221  False                      1
15222  False                      1
15223  False                      1
15224  False                      1
15225  False                      1
15226  False                      1
15227  False                      1
15228  False                      1
15229  False                      1
15230  False                      1
15231  False                      1
15232  False                      1
15233  False                      1
15234  False                      2
15235  False                      1
15236  False                      1
15237  False                      1
15238  False                      1
15239  False                      1
15240  False                      1
15241  False                      1
15242  False                      1
15243  False                      1
15244  False                      1
15245  False                      1
15246  False                      1
15247  False                      1
15248  False                      1
15249  False                      1
15250  False                      2
15251  False                      1
15252  False                      1
15253  False                      1
15254  False                      1
15255  False                      1
15256  False                      1
15257  False                      1
15258  False                      1
15259  False                      1
15260  False                      1
15261  False                      1
15262  False                      1
15263  False                      1
15264  False                      2
15265  False                      1
15266  False                      1
15267  False                      1
15268  False                      1
15269  False                      1
15270  False                      1
15271  False                      1
15272  False                      1
15273  False                      1
15274  False                      1
15275  False                      1
15276  False                      1
15277  False                      1
15278  False                      1
15279  False                      1
15280  False                      1
15281  False                      1
15282  False                      1
15283  False                      1
15284  False                      1
15285  False                      2
15286  False                      1
15287  False                      1
15288  False                      1
15289  False                      1
15290  False                      1
15291  False                      1
15292  False                      1
15293  False                      1
15294  False                      1
15295  False                      1
15296  False                      1
15297  False                      1
15298  False                      1
15299  False                      1
15300  False                      1
15301  False                      1
15302  False                      1
15303  False                      1
15304  False                      1
15305  False                      1
15306  False                      1
15307  False                      1
15308  False                      1
15309  False                      1
15310  False                      1
15311  False                      1
15312  False                      1
15313  False                      1
15314  False                      1
15315  False                      1
15316  False                      1
15317  False                      2
15318  False                      2
15319  False                      2
15320  False                      1
15321  False                      1
15322  False                      1
15323  False                      1
15324  False                      1
15325  False                      1
15326  False                      1
15327  False                      1
15328  False                      1
15329  False                      1
15330  False                      1
15331  False                      1
15332  False                      1
15333  False                      1
15334  False                      1
15335  False                      1
15336  False                      1
15337  False                      1
15338  False                      1
15339  False                      1
15340  False                      1
15341  False                      1
15342  False                      1
15343  False                      1
15344  False                      1
15345  False                      1
15346  False                      1
15347  False                      1
15348  False                      1
15349  False                      1
15350  False                      1
15351  False                      1
15352  False                      1
15353  False                      1
15354  False                      1
15355  False                      1
15356  False                      1
15357  False                      1
15358  False                      1
15359  False                      1
15360  False                      1
15361  False                      1
15362  False                      1
15363  False                      2
15364  False                      1
15365  False                      1
15366  False                      1
15367  False                      1
15368  False                      1
15369  False                      1
15370  False                      1
15371  False                      1
15372  False                      1
15373  False                      2
15374  False                      2
15375  False                      1
15376  False                      1
15377  False                      1
15378  False                      1
15379  False                      1
15380  False                      1
15381  False                      1
15382  False                      1
15383  False                      1
15384  False                      2
15385  False                      2
15386  False                      1
15387  False                      1
15388  False                      1
15389  False                      1
15390  False                      1
15391  False                      1
15392  False                      1
15393  False                      1
15394  False                      1
15395  False                      1
15396  False                      1
15397  False                      1
15398  False                      1
15399  False                      1
15400  False                      1
15401  False                      1
15402  False                      1
15403  False                      1
15404  False                      1
15405  False                      1
15406  False                      1
15407  False                      1
15408  False                      1
15409  False                      1
15410  False                      1
15411  False                      1
15412  False                      1
15413  False                      1
15414  False                      1
15415  False                      1
15416  False                      1
15417  False                      1
15418  False                      1
15419  False                      1
15420  False                      1
15421  False                      1
15422  False                      1
15423  False                      1
15424  False                      1
15425  False                      1
15426  False                      1
15427  False                      1
15428  False                      1
15429  False                      1
15430  False                      1
15431  False                      1
15432  False                      1
15433  False                      1
15434  False                      1
15435  False                      1
15436  False                      1
15437  False                      1
15438  False                      1
15439  False                      1
15440  False                      1
15441  False                      1
15442  False                      1
15443  False                      1
15444  False                      1
15445  False                      1
15446  False                      1
15447  False                      1
15448  False                      1
15449  False                      1
15450  False                      1
15451  False                      1
15452  False                      1
15453  False                      1
15454  False                      1
15455  False                      1
15456  False                      1
15457  False                      1
15458  False                      1
15459  False                      2
15460  False                      1
15461  False                      1
15462  False                      1
15463  False                      1
15464  False                      1
15465  False                      1
15466  False                      1
15467  False                      1
15468  False                      1
15469  False                      1
15470  False                      1
15471  False                      1
15472  False                      1
15473  False                      1
15474  False                      1
15475  False                      1
15476  False                      1
15477  False                      1
15478  False                      1
15479  False                      1
15480  False                      1
15481  False                      1
15482  False                      1
15483  False                      1
15484  False                      2
15485  False                      2
15486  False                      1
15487  False                      1
15488  False                      1
15489  False                      1
15490  False                      1
15491  False                      1
15492  False                      1
15493  False                      1
15494  False                      1
15495  False                      1
15496  False                      2
15497  False                      1
15498  False                      1
15499  False                      1
15500  False                      1
15501  False                      1
15502  False                      1
15503  False                      1
15504  False                      2
15505  False                      1
15506  False                      1
15507  False                      1
15508  False                      1
15509  False                      1
15510  False                      1
15511  False                      1
15512  False                      1
15513  False                      1
15514  False                      1
15515  False                      1
15516  False                      1
15517  False                      1
15518  False                      1
15519  False                      1
15520  False                      1
15521  False                      1
15522  False                      1
15523  False                      1
15524  False                      1
15525  False                      1
15526  False                      1
15527  False                      1
15528  False                      1
15529  False                      1
15530  False                      1
15531  False                      1
15532  False                      1
15533  False                      1
15534  False                      1
15535  False                      2
15536  False                      1
15537  False                      1
15538  False                      1
15539  False                      1
15540  False                      1
15541  False                      1
15542  False                      1
15543  False                      1
15544  False                      1
15545  False                      1
15546  False                      1
15547  False                      1
15548  False                      1
15549  False                      1
15550  False                      1
15551  False                      1
15552  False                      1
15553  False                      1
15554  False                      1
15555  False                      1
15556  False                      1
15557  False                      1
15558  False                      1
15559  False                      1
15560  False                      1
15561  False                      1
15562  False                      1
15563  False                      1
15564  False                      1
15565  False                      1
15566  False                      1
15567  False                      1
15568  False                      1
15569  False                      1
15570  False                      1
15571  False                      1
15572  False                      1
15573  False                      1
15574  False                      1
15575  False                      1
15576  False                      1
15577  False                      1
15578  False                      1
15579  False                      1
15580  False                      1
15581  False                      1
15582  False                      1
15583  False                      1
15584  False                      1
15585  False                      1
15586  False                      1
15587  False                      2
15588  False                      1
15589  False                      1
15590  False                      1
15591  False                      1
15592  False                      1
15593  False                      1
15594  False                      1
15595  False                      1
15596  False                      1
15597  False                      1
15598  False                      2
15599  False                      1
15600  False                      1
15601  False                      2
15602  False                      1
15603  False                      1
15604  False                      1
15605  False                      1
15606  False                      1
15607  False                      1
15608  False                      1
15609  False                      1
15610  False                      1
15611  False                      1
15612  False                      1
15613  False                      1
15614  False                      1
15615  False                      1
15616  False                      1
15617  False                      1
15618  False                      1
15619  False                      1
15620  False                      1
15621  False                      1
15622  False                      1
15623  False                      1
15624  False                      1
15625  False                      1
15626  False                      1
15627  False                      1
15628  False                      1
15629  False                      1
15630  False                      1
15631  False                      2
15632  False                      1
15633  False                      1
15634  False                      1
15635  False                      1
15636  False                      1
15637  False                      1
15638  False                      1
15639  False                      1
15640  False                      1
15641  False                      1
15642  False                      1
15643  False                      1
15644  False                      1
15645  False                      1
15646  False                      1
15647  False                      1
15648  False                      1
15649  False                      1
15650  False                      1
15651  False                      1
15652  False                      1
15653  False                      1
15654  False                      2
15655  False                      1
15656  False                      1
15657  False                      1
15658  False                      1
15659  False                      1
15660  False                      1
15661  False                      1
15662  False                      1
15663  False                      1
15664  False                      1
15665  False                      1
15666  False                      1
15667  False                      1
15668  False                      1
15669  False                      1
15670  False                      1
15671  False                      3
15672  False                      1
15673  False                      1
15674  False                      1
15675  False                      1
15676  False                      1
15677  False                      1
15678  False                      1
15679  False                      1
15680  False                      1
15681  False                      1
15682  False                      1
15683  False                      1
15684  False                      1
15685  False                      1
15686  False                      1
15687  False                      1
15688  False                      1
15689  False                      1
15690  False                      1
15691  False                      1
15692  False                      1
15693  False                      1
15694  False                      1
15695  False                      1
15696  False                      1
15697  False                      1
15698  False                      1
15699  False                      1
15700  False                      2
15701  False                      1
15702  False                      1
15703  False                      1
15704  False                      1
15705  False                      1
15706  False                      1
15707  False                      1
15708  False                      1
15709  False                      1
15710  False                      2
15711  False                      1
15712  False                      1
15713  False                      1
15714  False                      1
15715  False                      1
15716  False                      1
15717  False                      1
15718  False                      1
15719  False                      1
15720  False                      1
15721  False                      1
15722  False                      1
15723  False                      1
15724  False                      1
15725  False                      1
15726  False                      1
15727  False                      1
15728  False                      1
15729  False                      1
15730  False                      1
15731  False                      1
15732  False                      1
15733  False                      1
15734  False                      1
15735  False                      1
15736  False                      1
15737  False                      1
15738  False                      1
15739  False                      1
15740  False                      1
15741  False                      1
15742  False                      1
15743  False                      1
15744  False                      1
15745  False                      1
15746  False                      1
15747  False                      1
15748  False                      1
15749  False                      1
15750  False                      1
15751  False                      1
15752  False                      1
15753  False                      1
15754  False                      1
15755  False                      1
15756  False                      1
15757  False                      1
15758  False                      1
15759  False                      1
15760  False                      1
15761  False                      1
15762  False                      1
15763  False                      1
15764  False                      1
15765  False                      1
15766  False                      1
15767  False                      2
15768  False                      1
15769  False                      1
15770  False                      1
15771  False                      1
15772  False                      1
15773  False                      1
15774  False                      1
15775  False                      1
15776  False                      1
15777  False                      1
15778  False                      1
15779  False                      1
15780  False                      1
15781  False                      1
15782  False                      1
15783  False                      2
15784  False                      1
15785  False                      1
15786  False                      1
15787  False                      1
15788  False                      1
15789  False                      1
15790  False                      1
15791  False                      1
15792  False                      1
15793  False                      1
15794  False                      1
15795  False                      1
15796  False                      1
15797  False                      2
15798  False                      1
15799  False                      1
15800  False                      1
15801  False                      1
15802  False                      1
15803  False                      1
15804  False                      1
15805  False                      1
15806  False                      1
15807  False                      1
15808  False                      1
15809  False                      1
15810  False                      1
15811  False                      1
15812  False                      2
15813  False                      1
15814  False                      1
15815  False                      2
15816  False                      1
15817  False                      1
15818  False                      1
15819  False                      1
15820  False                      1
15821  False                      1
15822  False                      1
15823  False                      1
15824  False                      1
15825  False                      1
15826  False                      1
15827  False                      1
15828  False                      1
15829  False                      1
15830  False                      1
15831  False                      1
15832  False                      1
15833  False                      1
15834  False                      1
15835  False                      1
15836  False                      1
15837  False                      1
15838  False                      1
15839  False                      1
15840  False                      1
15841  False                      1
15842  False                      1
15843  False                      1
15844  False                      1
15845  False                      1
15846  False                      1
15847  False                      1
15848  False                      1
15849  False                      1
15850  False                      1
15851  False                      1
15852  False                      1
15853  False                      1
15854  False                      1
15855  False                      1
15856  False                      1
15857  False                      1
15858  False                      1
15859  False                      1
15860  False                      1
15861  False                      1
15862  False                      1
15863  False                      1
15864  False                      1
15865  False                      1
15866  False                      1
15867  False                      1
15868  False                      1
15869  False                      1
15870  False                      1
15871  False                      1
15872  False                      1
15873  False                      1
15874  False                      1
15875  False                      1
15876  False                      1
15877  False                      1
15878  False                      1
15879  False                      1
15880  False                      1
15881  False                      1
15882  False                      1
15883  False                      1
15884  False                      1
15885  False                      1
15886  False                      1
15887  False                      1
15888  False                      1
15889  False                      1
15890  False                      1
15891  False                      1
15892  False                      1
15893  False                      1
15894  False                      1
15895  False                      1
15896  False                      1
15897  False                      1
15898  False                      1
15899  False                      1
15900  False                      1
15901  False                      1
15902  False                      1
15903  False                      1
15904  False                      1
15905  False                      1
15906  False                      1
15907  False                      1
15908  False                      1
15909  False                      1
15910  False                      1
15911  False                      1
15912  False                      1
15913  False                      1
15914  False                      1
15915  False                      2
15916  False                      1
15917  False                      1
15918  False                      1
15919  False                      1
15920  False                      1
15921  False                      1
15922  False                      1
15923  False                      1
15924  False                      1
15925  False                      1
15926  False                      1
15927  False                      1
15928  False                      1
15929  False                      1
15930  False                      1
15931  False                      1
15932  False                      1
15933  False                      1
15934  False                      1
15935  False                      1
15936  False                      1
15937  False                      1
15938  False                      1
15939  False                      1
15940  False                      1
15941  False                      1
15942  False                      1
15943  False                      1
15944  False                      1
15945  False                      1
15946  False                      1
15947  False                      1
15948  False                      1
15949  False                      1
15950  False                      1
15951  False                      1
15952  False                      1
15953  False                      1
15954  False                      1
15955  False                      1
15956  False                      1
15957  False                      1
15958  False                      1
15959  False                      1
15960  False                      1
15961  False                      1
15962  False                      1
15963  False                      1
15964  False                      1
15965  False                      1
15966  False                      1
15967  False                      1
15968  False                      1
15969  False                      1
15970  False                      1
15971  False                      1
15972  False                      1
15973  False                      1
15974  False                      1
15975  False                      1
15976  False                      1
15977  False                      1
15978  False                      2
15979  False                      1
15980  False                      1
15981  False                      1
15982  False                      1
15983  False                      2
15984  False                      1
15985  False                      1
15986  False                      1
15987  False                      1
15988  False                      1
15989  False                      1
15990  False                      1
15991  False                      1
15992  False                      1
15993  False                      1
15994  False                      1
15995  False                      1
15996  False                      1
15997  False                      1
15998  False                      1
15999  False                      1
16000  False                      1
16001  False                      1
16002  False                      1
16003  False                      1
16004  False                      1
16005  False                      1
16006  False                      1
16007  False                      1
16008  False                      1
16009  False                      1
16010  False                      1
16011  False                      1
16012  False                      1
16013  False                      1
16014  False                      1
16015  False                      1
16016  False                      1
16017  False                      1
16018  False                      1
16019  False                      1
16020  False                      1
16021  False                      1
16022  False                      1
16023  False                      1
16024  False                      1
16025  False                      1
16026  False                      1
16027  False                      1
16028  False                      1
16029  False                      1
16030  False                      1
16031  False                      1
16032  False                      1
16033  False                      1
16034  False                      1
16035  False                      1
16036  False                      1
16037  False                      1
16038  False                      1
16039  False                      1
16040  False                      1
16041  False                      1
16042  False                      1
16043  False                      1
16044  False                      1
16045  False                      1
16046  False                      1
16047  False                      1
16048  False                      1
16049  False                      1
16050  False                      1
16051  False                      1
16052  False                      1
16053  False                      1
16054  False                      1
16055  False                      1
16056  False                      1
16057  False                      1
16058  False                      1
16059  False                      1
16060  False                      1
16061  False                      1
16062  False                      1
16063  False                      1
16064  False                      1
16065  False                      1
16066  False                      1
16067  False                      1
16068  False                      1
16069  False                      1
16070  False                      1
16071  False                      1
16072  False                      1
16073  False                      1
16074  False                      1
16075  False                      1
16076  False                      1
16077  False                      1
16078  False                      1
16079  False                      1
16080  False                      1
16081  False                      3
16082  False                      1
16083  False                      1
16084  False                      1
16085  False                      1
16086  False                      2
16087  False                      2
16088  False                      1
16089  False                      2
16090  False                      2
16091  False                      1
16092  False                      2
16093  False                      1
16094  False                      1
16095  False                      1
16096  False                      1
16097  False                      2
16098  False                      1
16099  False                      2
16100  False                      1
16101  False                      1
16102  False                      2
16103  False                      2
16104  False                      1
16105  False                      1
16106  False                      1
16107  False                      1
16108  False                      2
16109  False                      1
16110  False                      1
16111  False                      1
16112  False                      1
16113  False                      2
16114  False                      2
16115  False                      2
16116  False                      2
16117  False                      3
16118  False                      1
16119  False                      2
16120  False                      1
16121  False                      2
16122  False                      2
16123  False                      1
16124  False                      2
16125  False                      2
16126  False                      2
16127  False                      1
16128  False                      1
16129  False                      1
16130  False                      1
16131  False                      1
16132  False                      1
16133  False                      1
16134  False                      1
16135  False                      1
16136  False                      1
16137  False                      1
16138  False                      1
16139  False                      1
16140  False                      1
16141  False                      1
16142  False                      1
16143  False                      1
16144  False                      1
16145  False                      1
16146  False                      1
16147  False                      2
16148  False                      1
16149  False                      1
16150  False                      1
16151  False                      1
16152  False                      1
16153  False                      2
16154  False                      1
16155  False                      1
16156  False                      1
16157  False                      1
16158  False                      2
16159  False                      1
16160  False                      1
16161  False                      1
16162  False                      1
16163  False                      2
16164  False                      2
16165  False                      1
16166  False                      1
16167  False                      1
16168  False                      1
16169  False                      2
16170  False                      1
16171  False                      2
16172  False                      1
16173  False                      1
16174  False                      1
16175  False                      2
16176  False                      1
16177  False                      2
16178  False                      1
16179  False                      1
16180  False                      1
16181  False                      1
16182  False                      2
16183  False                      2
16184  False                      1
16185  False                      4
16186  False                      1
16187  False                      1
16188  False                      1
16189  False                      1
16190  False                      1
16191  False                      1
16192  False                      1
16193  False                      1
16194  False                      1
16195  False                      2
16196  False                      2
16197  False                      1
16198  False                      1
16199  False                      1
16200  False                      1
16201  False                      1
16202  False                      1
16203  False                      1
16204  False                      1
16205  False                      1
16206  False                      1
16207  False                      1
16208  False                      1
16209  False                      2
16210  False                      1
16211  False                      2
16212  False                      1
16213  False                      1
16214  False                      1
16215  False                      1
16216  False                      1
16217  False                      2
16218  False                      1
16219  False                      2
16220  False                      1
16221  False                      1
16222  False                      2
16223  False                      1
16224  False                      1
16225  False                      1
16226  False                      1
16227  False                      3
16228  False                      1
16229  False                      1
16230  False                      1
16231  False                      1
16232  False                      1
16233  False                      2
16234  False                      2
16235  False                      2
16236  False                      1
16237  False                      1
16238  False                      7
16239  False                      1
16240  False                      1
16241  False                      1
16242  False                      1
16243  False                      3
16244  False                      1
16245  False                      1
16246  False                      1
16247  False                      1
16248  False                      1
16249  False                      2
16250  False                      1
16251  False                      1
16252  False                      1
16253  False                      1
16254  False                      1
16255  False                      2
16256  False                      1
16257  False                      1
16258  False                      1
16259  False                      1
16260  False                      1
16261  False                      1
16262  False                      1
16263  False                      1
16264  False                      1
16265  False                      2
16266  False                      1
16267  False                      1
16268  False                      1
16269  False                      2
16270  False                      1
16271  False                      1
16272  False                      1
16273  False                      1
