python3 srcs/run_cli.py
> List of all isomorphic sets : 
   id  mult_bound      nb_molecules
 2508  False                      6
 2509  False                      3
 2510  False                      1
 2511  False                      5
 2512  False                      1
 2513  False                      2
 2514  False                      1
 2515  False                      1
 2516  False                      3
 2517  False                      3
 2518  False                     13
 2519  False                      2
 2520  False                      1
 2521  False                      2
 2522  False                      1
 2523  False                      2
 2524  False                      3
 2525  False                      1
 2526  False                      4
 2527  False                      1
 2528  False                      1
 2529  False                      2
 2530  False                      1
 2531  False                      5
 2532  False                      1
 2533  False                      1
 2534  False                      1
 2535  False                      1
 2536  False                      2
 2537  False                      1
 2538  False                      1
 2539  False                      1
 2540  False                      1
 2541  False                      2
 2542  False                      1
 2543  False                      1
 2544  False                      1
 2545  False                      2
 2546  False                      3
 2547  False                      1
 2548  False                      1
 2549  False                      1
 2550  False                      1
 2551  False                      1
 2552  False                      1
 2553  False                      1
 2554  False                      2
 2555  False                      2
 2556  False                      2
 2557  False                      2
 2558  False                      3
 2559  False                      1
 2560  False                      1
 2561  False                      1
 2562  False                      2
 2563  False                      4
 2564  False                      2
 2565  False                      2
 2566  False                      1
 2567  False                      2
 2568  False                      2
 2569  False                      2
 2570  False                      6
 2571  False                      1
 2572  False                      1
 2573  False                      4
 2574  False                      1
 2575  False                      1
 2576  False                      3
 2577  False                      1
 2578  False                      1
 2579  False                      1
 2580  False                      4
 2581  False                      1
 2582  False                      1
 2583  False                      1
 2584  False                      1
 2585  False                      1
 2586  False                      1
 2587  False                      1
 2588  False                      1
 2589  False                      1
 2590  False                      2
 2591  False                      1
 2592  False                      2
 2593  False                      2
 2594  False                      9
 2595  False                      2
 2596  False                      2
 2597  False                      1
 2598  False                      4
 2599  False                      3
 2600  False                      1
 2601  False                      5
 2602  False                      9
 2603  False                      2
 2604  False                      3
 2605  False                      1
 2606  False                      4
 2607  False                      1
 2608  False                      1
 2609  False                      1
 2610  False                      3
 2611  False                      1
 2612  False                      1
 2613  False                      1
 2614  False                      8
 2615  False                      1
 2616  False                      2
 2617  False                      2
 2618  False                      5
 2619  False                      1
 2620  False                      1
 2621  False                      1
 2622  False                      2
 2623  False                      1
 2624  False                      1
 2625  False                      1
 2626  False                      2
 2627  False                      6
 2628  False                      1
 2629  False                      2
 2630  False                      2
 2631  False                      1
 2632  False                      1
 2633  False                      1
 2634  False                      1
 2635  False                      2
 2636  False                      1
 2637  False                      2
 2638  False                      2
 2639  False                      2
 2640  False                      2
 2641  False                      1
 2642  False                      1
 2643  False                      6
 2644  False                      1
 2645  False                      2
 2646  False                      1
 2647  False                     12
 2648  False                      1
 2649  False                      8
 2650  False                      1
 2651  False                      2
 2652  False                      1
 2653  False                      1
 2654  False                      1
 2655  False                      2
 2656  False                     69
 2657  False                      1
 2658  False                      2
 2659  False                      1
 2660  False                      2
 2661  False                      1
 2662  False                      7
 2663  False                      3
 2664  False                      1
 2665  False                      3
 2666  False                      2
 2667  False                      2
 2668  False                      1
 2669  False                      1
 2670  False                      2
 2671  False                      2
 2672  False                      2
 2673  False                      1
 2674  False                      2
 2675  False                      2
 2676  False                      1
 2677  False                      2
 2678  False                      2
 2679  False                      2
 2680  False                      1
 2681  False                      1
 2682  False                      1
 2683  False                      1
 2684  False                      1
 2685  False                      1
 2686  False                      5
 2687  False                      2
 2688  False                      1
 2689  False                      7
 2690  False                      2
 2691  False                      1
 2692  False                      2
 2693  False                      1
 2694  False                      2
 2695  False                      4
 2696  False                      3
 2697  False                      1
 2698  False                      2
 2699  False                      2
 2700  False                      1
 2701  False                      2
 2702  False                      1
 2703  False                      1
 2704  False                      1
 2705  False                      1
 2706  False                      1
 2707  False                      2
 2708  False                      2
 2709  False                      1
 2710  False                      1
 2711  False                      2
 2712  False                      1
 2713  False                      2
 2714  False                      1
 2715  False                      3
 2716  False                      3
 2717  False                      1
 2718  False                      2
 2719  False                      1
 2720  False                      1
 2721  False                      4
 2722  False                      2
 2723  False                      2
 2724  False                      1
 2725  False                      2
 2726  False                      1
 2727  False                      2
 2728  False                      2
 2729  False                      1
 2730  False                      1
 2731  False                      2
 2732  False                      1
 2733  False                      1
 2734  False                      1
 2735  False                      1
 2736  False                      1
 2737  False                      1
 2738  False                      1
 2739  False                      1
 2740  False                      1
 2741  False                      1
 2742  False                      1
 2743  False                      1
 2744  False                      3
 2745  False                      1
 2746  False                      3
 2747  False                      1
 2748  False                      1
 2749  False                      1
 2750  False                      2
 2751  False                      2
 2752  False                      1
 2753  False                      2
 2754  False                      2
 2755  False                      1
 2756  False                      6
 2757  False                      2
 2758  False                      1
 2759  False                      1
 2760  False                      1
 2761  False                      1
 2762  False                      2
 2763  False                      1
 2764  False                      1
 2765  False                      2
 2766  False                      1
 2767  False                      1
 2768  False                      2
 2769  False                      1
 2770  False                      1
 2771  False                      1
 2772  False                      1
 2773  False                      1
 2774  False                      1
 2775  False                      1
 2776  False                      1
 2777  False                      1
 2778  False                      1
 2779  False                      1
 2780  False                      2
 2781  False                      2
 2782  False                      1
 2783  False                      2
 2784  False                      2
 2785  False                      1
 2786  False                      2
 2787  False                      1
 2788  False                      2
 2789  False                      1
 2790  False                      1
 2791  False                      1
 2792  False                      6
 2793  False                      2
 2794  False                      1
 2795  False                      2
 2796  False                      3
 2797  False                      1
 2798  False                      9
 2799  False                      1
 2800  False                      2
 2801  False                      1
 2802  False                      2
 2803  False                      2
 2804  False                      1
 2805  False                      1
 2806  False                      2
 2807  False                      2
 2808  False                      2
 2809  False                      3
 2810  False                      1
 2811  False                      1
 2812  False                     10
 2813  False                      1
 2814  False                      2
 2815  False                      1
 2816  False                      1
 2817  False                      3
 2818  False                      2
 2819  False                      6
 2820  False                      1
 2821  False                      1
 2822  False                      2
 2823  False                      1
 2824  False                      2
 2825  False                      1
 2826  False                      2
 2827  False                      1
 2828  False                      1
 2829  False                      1
 2830  False                      1
 2831  False                      2
 2832  False                      1
 2833  False                      1
 2834  False                      1
 2835  False                      1
 2836  False                     10
 2837  False                      1
 2838  False                      2
 2839  False                      3
 2840  False                      4
 2841  False                      2
 2842  False                      1
 2843  False                      1
 2844  False                      1
 2845  False                      4
 2846  False                      1
 2847  False                      1
 2848  False                      1
 2849  False                      2
 2850  False                      2
 2851  False                      6
 2852  False                      1
 2853  False                      1
 2854  False                      2
 2855  False                      1
 2856  False                      1
 2857  False                      2
 2858  False                      1
 2859  False                      4
 2860  False                      1
 2861  False                      4
 2862  False                      2
 2863  False                      1
 2864  False                      3
 2865  False                      1
 2866  False                      1
 2867  False                      3
 2868  False                      2
 2869  False                      1
 2870  False                      1
 2871  False                      3
 2872  False                      1
 2873  False                      1
 2874  False                      1
 2875  False                      1
 2876  False                      2
 2877  False                      1
 2878  False                      8
 2879  False                      1
 2880  False                      1
 2881  False                      3
 2882  False                      1
 2883  False                      2
 2884  False                      1
 2885  False                      1
 2886  False                      1
 2887  False                      2
 2888  False                      2
 2889  False                      1
 2890  False                      1
 2891  False                      1
 2892  False                      1
 2893  False                      1
 2894  False                      2
 2895  False                      2
 2896  False                      2
 2897  False                      2
 2898  False                      2
 2899  False                      2
 2900  False                      1
 2901  False                      1
 2902  False                      3
 2903  False                      5
 2904  False                      2
 2905  False                      2
 2906  False                      1
 2907  False                      1
 2908  False                      2
 2909  False                      3
 2910  False                      2
 2911  False                      5
 2912  False                      2
 2913  False                      4
 2914  False                      2
 2915  False                      2
 2916  False                      1
 2917  False                      1
 2918  False                      1
 2919  False                      1
 2920  False                      1
 2921  False                      1
 2922  False                      2
 2923  False                      2
 2924  False                      1
 2925  False                      1
 2926  False                      1
 2927  False                      1
 2928  False                      1
 2929  False                      1
 2930  False                      3
 2931  False                      2
 2932  False                      4
 2933  False                      2
 2934  False                      2
 2935  False                      1
 2936  False                      1
 2937  False                      2
 2938  False                      1
 2939  False                      1
 2940  False                      1
 2941  False                      1
 2942  False                      1
 2943  False                      1
 2944  False                      2
 2945  False                      1
 2946  False                      2
 2947  False                      1
 2948  False                      1
 2949  False                      1
 2950  False                      3
 2951  False                      2
 2952  False                      1
 2953  False                      4
 2954  False                      8
 2955  False                      5
 2956  False                      4
 2957  False                      2
 2958  False                      1
 2959  False                      2
 2960  False                      1
 2961  False                      3
 2962  False                      1
 2963  False                      1
 2964  False                      1
 2965  False                      1
 2966  False                      2
 2967  False                      4
 2968  False                      1
 2969  False                      3
 2970  False                      1
 2971  False                      8
 2972  False                      1
 2973  False                      1
 2974  False                      1
 2975  False                      6
 2976  False                      2
 2977  False                      1
 2978  False                      1
 2979  False                      1
 2980  False                      2
 2981  False                      1
 2982  False                      1
 2983  False                      1
 2984  False                      1
 2985  False                      1
 2986  False                      1
 2987  False                      1
 2988  False                      5
 2989  False                      1
 2990  False                      1
 2991  False                      2
 2992  False                      1
 2993  False                      1
 2994  False                      2
 2995  False                      2
 2996  False                      2
 2997  False                      6
 2998  False                      2
 2999  False                      1
 3000  False                      1
 3001  False                      1
 3002  False                      5
 3003  False                      1
 3004  False                      2
 3005  False                      2
 3006  False                      1
 3007  False                      2
 3008  False                      1
 3009  False                      1
 3010  False                      1
 3011  False                      1
 3012  False                      3
 3013  False                      2
 3014  False                      2
 3015  False                      1
 3016  False                      1
 3017  False                      1
 3018  False                      1
 3019  False                      3
 3020  False                      3
 3021  False                      1
 3022  False                      2
 3023  False                      1
 3024  False                      1
 3025  False                      1
 3026  False                      3
 3027  False                      2
 3028  False                      5
 3029  False                      1
 3030  False                      2
 3031  False                      1
 3032  False                      1
 3033  False                      2
 3034  False                      1
 3035  False                      2
 3036  False                      2
 3037  False                      1
 3038  False                      2
 3039  False                      1
 3040  False                      1
 3041  False                      3
 3042  False                      2
 3043  False                      1
 3044  False                      3
 3045  False                      1
 3046  False                      1
 3047  False                      1
 3048  False                      2
 3049  False                      1
 3050  False                      1
 3051  False                      1
 3052  False                      1
 3053  False                      5
 3054  False                      5
 3055  False                     75
 3056  False                      2
 3057  False                      1
 3058  False                      1
 3059  False                      1
 3060  False                      1
 3061  False                      2
 3062  False                      1
 3063  False                      1
 3064  False                      1
 3065  False                      2
 3066  False                      1
 3067  False                      1
 3068  False                      1
 3069  False                      3
 3070  False                      1
 3071  False                      1
 3072  False                      1
 3073  False                      2
 3074  False                      1
 3075  False                      1
 3076  False                      1
 3077  False                      1
 3078  False                      2
 3079  False                      2
 3080  False                      2
 3081  False                      5
 3082  False                      2
 3083  False                      1
 3084  False                      2
 3085  False                      1
 3086  False                      1
 3087  False                      1
 3088  False                      3
 3089  False                      2
 3090  False                      1
 3091  False                      1
 3092  False                      2
 3093  False                      1
 3094  False                      3
 3095  False                      1
 3096  False                      1
 3097  False                      1
 3098  False                      1
 3099  False                      2
 3100  False                      2
 3101  False                      4
 3102  False                      1
 3103  False                      1
 3104  False                      2
 3105  False                      1
 3106  False                      3
 3107  False                      1
 3108  False                      4
 3109  False                      1
 3110  False                      1
 3111  False                      1
 3112  False                      1
 3113  False                      5
 3114  False                      2
 3115  False                      1
 3116  False                      3
 3117  False                      1
 3118  False                      1
 3119  False                      2
 3120  False                      2
 3121  False                      1
 3122  False                      4
 3123  False                      3
 3124  False                      1
 3125  False                      2
 3126  False                      4
 3127  False                      1
 3128  False                      1
 3129  False                      3
 3130  False                      1
 3131  False                      1
 3132  False                      2
 3133  False                      3
 3134  False                      2
 3135  False                      4
 3136  False                      1
 3137  False                     15
 3138  False                      2
 3139  False                      2
 3140  False                      1
 3141  False                      2
 3142  False                      1
 3143  False                      1
 3144  False                      7
 3145  False                      1
 3146  False                      2
 3147  False                      1
 3148  False                      3
 3149  False                      2
 3150  False                      5
 3151  False                      3
 3152  False                      2
 3153  False                      1
 3154  False                      2
 3155  False                      1
 3156  False                      7
 3157  False                      2
 3158  False                      3
 3159  False                      2
 3160  False                      1
 3161  False                      2
 3162  False                      2
 3163  False                      1
 3164  False                      1
 3165  False                      1
 3166  False                      2
 3167  False                      2
 3168  False                      6
 3169  False                      1
 3170  False                      1
 3171  False                      1
 3172  False                      3
 3173  False                      1
 3174  False                      1
 3175  False                      2
 3176  False                      2
 3177  False                      2
 3178  False                      2
 3179  False                      6
 3180  False                      5
 3181  False                      2
 3182  False                      2
 3183  False                      2
 3184  False                      1
 3185  False                      1
 3186  False                      1
 3187  False                      1
 3188  False                      2
 3189  False                      1
 3190  False                      3
 3191  False                      1
 3192  False                      5
 3193  False                      1
 3194  False                      2
 3195  False                      1
 3196  False                      1
 3197  False                      4
 3198  False                      2
 3199  False                      2
 3200  False                      1
 3201  False                      2
 3202  False                      2
 3203  False                      1
 3204  False                      1
 3205  False                      1
 3206  False                      3
 3207  False                      1
 3208  False                      1
 3209  False                      2
 3210  False                      1
 3211  False                      1
 3212  False                      1
 3213  False                      1
 3214  False                      1
 3215  False                      1
 3216  False                      2
 3217  False                      1
 3218  False                      1
 3219  False                      7
 3220  False                      2
 3221  False                      1
 3222  False                      2
 3223  False                      2
 3224  False                      2
 3225  False                      3
 3226  False                      2
 3227  False                      5
 3228  False                      2
 3229  False                      2
 3230  False                      2
 3231  False                      2
 3232  False                      2
 3233  False                      1
 3234  False                      1
 3235  False                      1
 3236  False                      3
 3237  False                      3
 3238  False                      2
 3239  False                      1
 3240  False                      1
 3241  False                      4
 3242  False                      2
 3243  False                      1
 3244  False                      2
 3245  False                      1
 3246  False                      1
 3247  False                      2
 3248  False                      3
 3249  False                      5
 3250  False                      4
 3251  False                      3
 3252  False                      1
 3253  False                      4
 3254  False                      1
 3255  False                      2
 3256  False                      1
 3257  False                      2
 3258  False                      1
 3259  False                      1
 3260  False                      1
 3261  False                      2
 3262  False                      3
 3263  False                      2
 3264  False                      2
 3265  False                      3
 3266  False                      6
 3267  False                      8
 3268  False                      2
 3269  False                      1
 3270  False                      5
 3271  False                      2
 3272  False                      3
 3273  False                      1
 3274  False                      2
 3275  False                      1
 3276  False                      2
 3277  False                      6
 3278  False                      1
 3279  False                      1
 3280  False                      1
 3281  False                      1
 3282  False                      5
 3283  False                      1
 3284  False                      1
 3285  False                      1
 3286  False                      2
 3287  False                      1
 3288  False                      2
 3289  False                      7
 3290  False                      1
 3291  False                      2
 3292  False                      3
 3293  False                      2
 3294  False                      1
 3295  False                      1
 3296  False                      1
 3297  False                      1
 3298  False                      1
 3299  False                      7
 3300  False                      2
 3301  False                      1
 3302  False                      1
 3303  False                      1
 3304  False                      1
 3305  False                      3
 3306  False                      1
 3307  False                      3
 3308  False                      3
 3309  False                      4
 3310  False                      1
 3311  False                      1
 3312  False                      1
 3313  False                      2
 3314  False                      1
 3315  False                      1
 3316  False                      2
 3317  False                      1
 3318  False                      1
 3319  False                      2
 3320  False                      4
 3321  False                      2
 3322  False                      2
 3323  False                      1
 3324  False                      2
 3325  False                      7
 3326  False                      2
 3327  False                      2
 3328  False                      1
 3329  False                      1
 3330  False                      1
 3331  False                      1
 3332  False                      4
 3333  False                      2
 3334  False                      1
 3335  False                      2
 3336  False                      1
 3337  False                      1
 3338  False                      1
 3339  False                      1
 3340  False                      1
 3341  False                     17
 3342  False                      2
 3343  False                      2
 3344  False                      1
 3345  False                      1
 3346  False                      3
 3347  False                      3
 3348  False                      2
 3349  False                      5
 3350  False                      2
 3351  False                      1
 3352  False                      1
 3353  False                      3
 3354  False                      3
 3355  False                      2
 3356  False                      2
 3357  False                      1
 3358  False                      1
 3359  False                      2
 3360  False                      1
 3361  False                      1
 3362  False                      2
 3363  False                      1
 3364  False                      4
 3365  False                      2
 3366  False                      2
 3367  False                      2
 3368  False                      2
 3369  False                      2
 3370  False                      1
 3371  False                      2
 3372  False                      1
 3373  False                      4
 3374  False                      7
 3375  False                     17
 3376  False                      1
 3377  False                      1
 3378  False                      2
 3379  False                      2
 3380  False                      1
 3381  False                      3
 3382  False                      2
 3383  False                      2
 3384  False                      2
 3385  False                      1
 3386  False                      3
 3387  False                      1
 3388  False                      1
 3389  False                      1
 3390  False                      2
 3391  False                      5
 3392  False                      1
 3393  False                      1
 3394  False                      2
 3395  False                      2
 3396  False                      4
 3397  False                      1
 3398  False                      4
 3399  False                      1
 3400  False                      2
 3401  False                      2
 3402  False                      1
 3403  False                      1
 3404  False                      2
 3405  False                      3
 3406  False                      3
 3407  False                      1
 3408  False                      1
 3409  False                      1
 3410  False                      2
 3411  False                      1
 3412  False                      1
 3413  False                      1
 3414  False                      1
 3415  False                      1
 3416  False                      2
 3417  False                      1
 3418  False                      1
 3419  False                      1
 3420  False                      3
 3421  False                      1
 3422  False                      1
 3423  False                      2
 3424  False                      1
 3425  False                      1
 3426  False                      1
 3427  False                      1
 3428  False                      1
 3429  False                      1
 3430  False                      2
 3431  False                      1
 3432  False                      4
 3433  False                      2
 3434  False                      1
 3435  False                      1
 3436  False                      1
 3437  False                      1
 3438  False                      1
 3439  False                      2
 3440  False                      1
 3441  False                      2
 3442  False                      1
 3443  False                      1
 3444  False                      1
 3445  False                      4
 3446  False                      2
 3447  False                      1
 3448  False                      2
 3449  False                      2
 3450  False                      1
 3451  False                      1
 3452  False                      1
 3453  False                      3
 3454  False                      1
 3455  False                      2
 3456  False                      1
 3457  False                      1
 3458  False                      1
 3459  False                      1
 3460  False                      1
 3461  False                      1
 3462  False                      1
 3463  False                      2
 3464  False                      5
 3465  False                      1
 3466  False                      1
 3467  False                      2
 3468  False                      5
 3469  False                      2
 3470  False                      1
 3471  False                      2
 3472  False                      4
 3473  False                      2
 3474  False                      2
 3475  False                      2
 3476  False                      1
 3477  False                      1
 3478  False                      1
 3479  False                      1
 3480  False                      1
 3481  False                      1
 3482  False                      1
 3483  False                      1
 3484  False                      1
 3485  False                      1
 3486  False                      1
 3487  False                      1
 3488  False                      1
 3489  False                      1
 3490  False                      1
 3491  False                      1
 3492  False                      1
 3493  False                      1
 3494  False                      1
 3495  False                      2
 3496  False                      1
 3497  False                      1
 3498  False                      1
 3499  False                      1
 3500  False                      1
 3501  False                      1
 3502  False                      1
 3503  False                      1
 3504  False                      1
 3505  False                      1
 3506  False                      1
 3507  False                      4
 3508  False                      1
 3509  False                      1
 3510  False                      1
 3511  False                      1
 3512  False                      1
 3513  False                      2
 3514  False                      1
 3515  False                      4
 3516  False                      2
 3517  False                      2
 3518  False                      1
 3519  False                      1
 3520  False                      1
 3521  False                      1
 3522  False                      1
 3523  False                      1
 3524  False                      2
 3525  False                      1
 3526  False                      1
 3527  False                      1
 3528  False                      1
 3529  False                      1
 3530  False                      1
 3531  False                      1
 3532  False                      2
 3533  False                      2
 3534  False                      2
 3535  False                      2
 3536  False                      2
 3537  False                      2
 3538  False                      1
 3539  False                      2
 3540  False                      5
 3541  False                      1
 3542  False                      1
 3543  False                      1
 3544  False                      1
 3545  False                      1
 3546  False                      1
 3547  False                      1
 3548  False                      2
 3549  False                      2
 3550  False                      2
 3551  False                      1
 3552  False                      1
 3553  False                      1
 3554  False                      3
 3555  False                     12
 3556  False                      4
 3557  False                      1
 3558  False                      4
 3559  False                      1
 3560  False                      1
 3561  False                      1
 3562  False                      6
 3563  False                      1
 3564  False                      1
 3565  False                      1
 3566  False                      1
 3567  False                      1
 3568  False                      1
 3569  False                      1
 3570  False                      3
 3571  False                      2
 3572  False                      1
 3573  False                      6
 3574  False                      1
 3575  False                      2
 3576  False                      1
 3577  False                      1
 3578  False                      2
 3579  False                      1
 3580  False                      1
 3581  False                      2
 3582  False                      1
 3583  False                      2
 3584  False                      1
 3585  False                      6
 3586  False                      6
 3587  False                      3
 3588  False                      1
 3589  False                      1
 3590  False                      1
 3591  False                      1
 3592  False                      2
 3593  False                      1
 3594  False                      1
 3595  False                      1
 3596  False                      2
 3597  False                      2
 3598  False                      2
 3599  False                      2
 3600  False                      1
 3601  False                      1
 3602  False                      1
 3603  False                      2
 3604  False                      2
 3605  False                     18
 3606  False                      7
 3607  False                      1
 3608  False                      1
 3609  False                      1
 3610  False                      1
 3611  False                      2
 3612  False                      1
 3613  False                      2
 3614  False                      1
 3615  False                      3
 3616  False                      1
 3617  False                      3
 3618  False                      1
 3619  False                      1
 3620  False                      2
 3621  False                      2
 3622  False                      4
 3623  False                      5
 3624  False                      4
 3625  False                      2
 3626  False                      1
 3627  False                      1
 3628  False                      4
 3629  False                      2
 3630  False                      2
 3631  False                      2
 3632  False                      3
 3633  False                      9
 3634  False                      2
 3635  False                      4
 3636  False                      1
 3637  False                      2
 3638  False                      2
 3639  False                      4
 3640  False                      3
 3641  False                      2
 3642  False                      1
 3643  False                      3
 3644  False                      3
 3645  False                      1
 3646  False                      3
 3647  False                      1
 3648  False                      1
 3649  False                      2
 3650  False                      2
 3651  False                      1
 3652  False                      2
 3653  False                      3
 3654  False                      1
 3655  False                      1
 3656  False                      1
 3657  False                      1
 3658  False                      1
 3659  False                      1
 3660  False                      1
 3661  False                      1
 3662  False                      2
 3663  False                      1
 3664  False                      1
 3665  False                      2
 3666  False                      4
 3667  False                      2
 3668  False                      1
 3669  False                      1
 3670  False                      2
 3671  False                      3
 3672  False                      1
 3673  False                      1
 3674  False                      3
 3675  False                      1
 3676  False                      1
 3677  False                      2
 3678  False                      1
 3679  False                      1
 3680  False                      1
 3681  False                      3
 3682  False                      3
 3683  False                      1
 3684  False                      1
 3685  False                      1
 3686  False                      2
 3687  False                      2
 3688  False                      6
 3689  False                      1
 3690  False                      1
 3691  False                      4
 3692  False                      4
 3693  False                      2
 3694  False                      2
 3695  False                      2
 3696  False                      2
 3697  False                      1
 3698  False                      1
 3699  False                      6
 3700  False                      1
 3701  False                      1
 3702  False                      1
 3703  False                      1
 3704  False                      2
 3705  False                      2
 3706  False                      3
 3707  False                      1
 3708  False                      1
 3709  False                      2
 3710  False                      1
 3711  False                      1
 3712  False                      1
 3713  False                      3
 3714  False                      3
 3715  False                      1
 3716  False                      1
 3717  False                      1
 3718  False                      2
 3719  False                      3
 3720  False                      1
 3721  False                      1
 3722  False                      2
 3723  False                      4
 3724  False                      1
 3725  False                      1
 3726  False                      1
 3727  False                      3
 3728  False                      1
 3729  False                      1
 3730  False                      1
 3731  False                      1
 3732  False                      4
 3733  False                      4
 3734  False                      4
 3735  False                      1
 3736  False                      1
 3737  False                      2
 3738  False                      6
 3739  False                      1
 3740  False                      1
 3741  False                      1
 3742  False                      1
 3743  False                      1
 3744  False                      3
 3745  False                      4
 3746  False                      1
 3747  False                      1
 3748  False                      1
 3749  False                      1
 3750  False                      2
 3751  False                      7
 3752  False                      2
 3753  False                      1
 3754  False                      2
 3755  False                      1
 3756  False                      3
 3757  False                      2
